"","trend","url","promoted_content","query","tweet_volume","place","woeid","as_of","created_at","time","date","posicion"
"26","COPA ROSA MELANO","http://twitter.com/search?q=%22COPA+ROSA+MELANO%22",NA,"%22COPA+ROSA+MELANO%22",NA,"Argentina",23424747,2020-05-15 23:03:16,2020-05-15 22:56:23,2020-05-15 20:03:15,2020-05-15,26
"27","Te Quiero Tanto","http://twitter.com/search?q=%22Te+Quiero+Tanto%22",NA,"%22Te+Quiero+Tanto%22",NA,"Argentina",23424747,2020-05-15 23:03:16,2020-05-15 22:56:23,2020-05-15 20:03:15,2020-05-15,27
"28","ivan de pineda","http://twitter.com/search?q=%22ivan+de+pineda%22",NA,"%22ivan+de+pineda%22",NA,"Argentina",23424747,2020-05-15 23:03:16,2020-05-15 22:56:23,2020-05-15 20:03:15,2020-05-15,28
"29","Bellamy","http://twitter.com/search?q=Bellamy",NA,"Bellamy",27490,"Argentina",23424747,2020-05-15 23:03:16,2020-05-15 22:56:23,2020-05-15 20:03:15,2020-05-15,29
"30","Kits","http://twitter.com/search?q=Kits",NA,"Kits",46445,"Argentina",23424747,2020-05-15 23:03:16,2020-05-15 22:56:23,2020-05-15 20:03:15,2020-05-15,30
"31","Damasco","http://twitter.com/search?q=Damasco",NA,"Damasco",NA,"Argentina",23424747,2020-05-15 23:03:16,2020-05-15 22:56:23,2020-05-15 20:03:15,2020-05-15,31
"32","Tecnología e Innovación","http://twitter.com/search?q=%22Tecnolog%C3%ADa+e+Innovaci%C3%B3n%22",NA,"%22Tecnolog%C3%ADa+e+Innovaci%C3%B3n%22",NA,"Argentina",23424747,2020-05-15 23:03:16,2020-05-15 22:56:23,2020-05-15 20:03:15,2020-05-15,32
"33","komar","http://twitter.com/search?q=komar",NA,"komar",NA,"Argentina",23424747,2020-05-15 23:03:16,2020-05-15 22:56:23,2020-05-15 20:03:15,2020-05-15,33
"34","schunke","http://twitter.com/search?q=schunke",NA,"schunke",NA,"Argentina",23424747,2020-05-15 23:03:16,2020-05-15 22:56:23,2020-05-15 20:03:15,2020-05-15,34
"35","Gracias Sergio","http://twitter.com/search?q=%22Gracias+Sergio%22",NA,"%22Gracias+Sergio%22",NA,"Argentina",23424747,2020-05-15 23:03:16,2020-05-15 22:56:23,2020-05-15 20:03:15,2020-05-15,35
"36","Eslovenia","http://twitter.com/search?q=Eslovenia",NA,"Eslovenia",NA,"Argentina",23424747,2020-05-15 23:03:16,2020-05-15 22:56:23,2020-05-15 20:03:15,2020-05-15,36
"37","Pasarella","http://twitter.com/search?q=Pasarella",NA,"Pasarella",NA,"Argentina",23424747,2020-05-15 23:03:16,2020-05-15 22:56:23,2020-05-15 20:03:15,2020-05-15,37
"38","ORSNA No","http://twitter.com/search?q=%22ORSNA+No%22",NA,"%22ORSNA+No%22",NA,"Argentina",23424747,2020-05-15 23:03:16,2020-05-15 22:56:23,2020-05-15 20:03:15,2020-05-15,38
"39","Isidoro","http://twitter.com/search?q=Isidoro",NA,"Isidoro",NA,"Argentina",23424747,2020-05-15 23:03:16,2020-05-15 22:56:23,2020-05-15 20:03:15,2020-05-15,39
"40","#WeLoveYouBillie","http://twitter.com/search?q=%23WeLoveYouBillie",NA,"%23WeLoveYouBillie",NA,"Argentina",23424747,2020-05-15 23:03:16,2020-05-15 22:56:23,2020-05-15 20:03:15,2020-05-15,40
"41","#MiVidaConRiver","http://twitter.com/search?q=%23MiVidaConRiver",NA,"%23MiVidaConRiver",NA,"Argentina",23424747,2020-05-15 23:03:16,2020-05-15 22:56:23,2020-05-15 20:03:15,2020-05-15,41
"42","#LouisEnMovistarArena","http://twitter.com/search?q=%23LouisEnMovistarArena",NA,"%23LouisEnMovistarArena",NA,"Argentina",23424747,2020-05-15 23:03:16,2020-05-15 22:56:23,2020-05-15 20:03:15,2020-05-15,42
"43","#beneficiosxeneizes","http://twitter.com/search?q=%23beneficiosxeneizes",NA,"%23beneficiosxeneizes",NA,"Argentina",23424747,2020-05-15 23:03:16,2020-05-15 22:56:23,2020-05-15 20:03:15,2020-05-15,43
"44","#CanalOT15M","http://twitter.com/search?q=%23CanalOT15M",NA,"%23CanalOT15M",66136,"Argentina",23424747,2020-05-15 23:03:16,2020-05-15 22:56:23,2020-05-15 20:03:15,2020-05-15,44
"45","#LTWorldTourARG","http://twitter.com/search?q=%23LTWorldTourARG",NA,"%23LTWorldTourARG",NA,"Argentina",23424747,2020-05-15 23:03:16,2020-05-15 22:56:23,2020-05-15 20:03:15,2020-05-15,45
"46","#LaNarizAdentro","http://twitter.com/search?q=%23LaNarizAdentro",NA,"%23LaNarizAdentro",NA,"Argentina",23424747,2020-05-15 23:03:16,2020-05-15 22:56:23,2020-05-15 20:03:15,2020-05-15,46
"47","#the1975","http://twitter.com/search?q=%23the1975",NA,"%23the1975",105229,"Argentina",23424747,2020-05-15 23:03:16,2020-05-15 22:56:23,2020-05-15 20:03:15,2020-05-15,47
"48","#DiaDelDocenteUniversitario","http://twitter.com/search?q=%23DiaDelDocenteUniversitario",NA,"%23DiaDelDocenteUniversitario",NA,"Argentina",23424747,2020-05-15 23:03:16,2020-05-15 22:56:23,2020-05-15 20:03:15,2020-05-15,48
"49","#guapaharries","http://twitter.com/search?q=%23guapaharries",NA,"%23guapaharries",NA,"Argentina",23424747,2020-05-15 23:03:16,2020-05-15 22:56:23,2020-05-15 20:03:15,2020-05-15,49
"50","#FridayGiveaway","http://twitter.com/search?q=%23FridayGiveaway",NA,"%23FridayGiveaway",NA,"Argentina",23424747,2020-05-15 23:03:16,2020-05-15 22:56:23,2020-05-15 20:03:15,2020-05-15,50
